step,time_s,true_x,true_y,true_z,true_vx,true_vy,true_vz,est_x,est_y,est_z,cmd_fx,cmd_fy,cmd_fz,range_m,dv_step,att_qw,att_qx,att_qy,att_qz,att_err_deg,att_aligned,mission_mode,fault_code,imu_ax,imu_ay,imu_az
754,755.000,-1.0090,30.5493,0.0000,0.000250,-0.076107,0.000000,-1.0012,30.5359,-0.0003,0.1049,0.0000,0.0000,30.6420,0.000210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003861,-0.002148,0.004632
755,756.000,-1.0087,30.4732,0.0000,0.000282,-0.076108,0.000000,-1.0039,30.4921,0.0078,0.1043,0.0000,0.0000,30.5660,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.019540,0.001056,-0.003409
756,757.000,-1.0084,30.3971,0.0000,0.000314,-0.076109,0.000000,-1.0076,30.4101,-0.0129,0.1040,0.0000,0.0000,30.4899,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006303,-0.001095,0.010428
757,758.000,-1.0081,30.3210,0.0000,0.000352,-0.076109,0.000000,-1.0397,30.3223,-0.0309,0.1070,0.0000,0.0000,30.4138,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006405,0.002986,0.008243
758,759.000,-1.0077,30.2449,0.0000,0.000381,-0.076110,0.000000,-1.0096,30.2634,-0.0301,0.1030,0.0000,0.0000,30.3377,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011559,0.007175,-0.000004
759,760.000,-1.0073,30.1688,0.0000,0.000412,-0.076111,0.000000,-1.0145,30.1632,0.0007,0.1034,0.0000,0.0000,30.2617,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006274,0.006152,-0.012183
760,761.000,-1.0069,30.0926,0.0000,0.000439,-0.076112,0.000000,-1.0034,30.1048,-0.0106,0.1018,0.0000,0.0000,30.1856,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.019169,-0.009184,0.001923
761,762.000,-1.0064,30.0165,0.0000,0.000466,-0.076113,0.000000,-1.0049,30.0077,0.0008,0.1015,0.0000,0.0000,30.1095,0.000203,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004147,0.005196,-0.004465
762,763.000,-1.0060,29.9404,0.0000,0.000494,-0.076114,0.000000,-1.0203,29.9771,0.0149,0.1025,0.0000,0.0000,30.0334,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.009735,-0.016221,-0.002777
763,764.000,-1.0055,29.8643,0.0000,0.000519,-0.076116,0.000000,-1.0079,29.9029,-0.0002,0.1006,0.0000,0.0000,29.9573,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.019439,0.009896,0.000490
764,765.000,-1.0049,29.7882,0.0000,0.000547,-0.076117,0.000000,-1.0185,29.8031,0.0277,0.1018,0.0000,0.0000,29.8812,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011462,0.018310,0.000081
765,766.000,-1.0044,29.7121,0.0000,0.000572,-0.076118,0.000000,-1.0085,29.6979,0.0052,0.1007,0.0000,0.0000,29.8051,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005382,0.000232,0.006831
766,767.000,-1.0038,29.6360,0.0000,0.000598,-0.076119,0.000000,-1.0115,29.6349,-0.0158,0.1009,0.0000,0.0000,29.7290,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.015260,0.000688,-0.002499
767,768.000,-1.0033,29.5598,0.0000,0.000421,-0.076121,0.000000,-1.0081,29.5301,-0.0022,0.0000,0.0000,0.0000,29.6529,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005220,0.004621,-0.004742
768,769.000,-1.0028,29.4837,0.0000,0.000454,-0.076122,0.000000,-0.9977,29.4711,-0.0153,0.1045,0.0000,0.0000,29.5769,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010881,0.016897,0.004500
769,770.000,-1.0024,29.4076,0.0000,0.000483,-0.076123,0.000000,-0.9898,29.3985,-0.0175,0.1029,0.0000,0.0000,29.5008,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.018456,-0.006819,-0.002400
770,771.000,-1.0019,29.3315,0.0000,0.000514,-0.076124,0.000000,-1.0029,29.3293,-0.0274,0.1036,0.0000,0.0000,29.4247,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007930,-0.005152,-0.004784
771,772.000,-1.0013,29.2553,0.0000,0.000546,-0.076125,0.000000,-1.0046,29.2739,0.0005,0.1038,0.0000,0.0000,29.3486,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.016661,0.008802,0.019284
772,773.000,-1.0008,29.1792,0.0000,0.000580,-0.076127,0.000000,-1.0219,29.2184,-0.0021,0.1053,0.0000,0.0000,29.2725,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002393,0.009526,-0.001385
773,774.000,-1.0002,29.1031,0.0000,0.000604,-0.076128,0.000000,-0.9899,29.1376,0.0019,0.1005,0.0000,0.0000,29.1964,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.023363,0.011002,-0.010242
774,775.000,-0.9996,29.0270,0.0000,0.000634,-0.076129,0.000000,-1.0129,29.0842,0.0043,0.1028,0.0000,0.0000,29.1203,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000787,0.014074,0.007640
775,776.000,-0.9989,28.9508,0.0000,0.000660,-0.076131,0.000000,-1.0000,29.0226,0.0119,0.1010,0.0000,0.0000,29.0442,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.015703,-0.019668,-0.002986
776,777.000,-0.9982,28.8747,0.0000,0.000687,-0.076132,0.000000,-1.0086,28.9252,0.0125,0.1020,0.0000,0.0000,28.9681,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.015083,-0.021164,0.009976
777,778.000,-0.9975,28.7986,0.0000,0.000717,-0.076134,0.000000,-1.0223,28.8504,0.0093,0.1030,0.0000,0.0000,28.8919,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006974,0.009237,-0.008069
778,779.000,-0.9968,28.7224,0.0000,0.000743,-0.076136,0.000000,-1.0017,28.7348,0.0018,0.1009,0.0000,0.0000,28.8158,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.019090,-0.002196,-0.022935
779,780.000,-0.9961,28.6463,0.0000,0.000768,-0.076137,0.000000,-1.0043,28.6301,-0.0021,0.1010,0.0000,0.0000,28.7397,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004345,-0.002909,0.004269
780,781.000,-0.9954,28.5702,0.0000,0.000592,-0.076139,0.000000,-0.9874,28.5622,-0.0109,0.0000,0.0000,0.0000,28.6636,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000418,0.012991,-0.010279
781,782.000,-0.9948,28.4940,0.0000,0.000626,-0.076140,0.000000,-0.9918,28.4795,-0.0220,0.1052,0.0000,0.0000,28.5875,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000135,-0.000094,0.008712
782,783.000,-0.9941,28.4179,0.0000,0.000655,-0.076142,0.000000,-0.9743,28.3897,-0.0056,0.1026,0.0000,0.0000,28.5114,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.009928,-0.018952,-0.005861
783,784.000,-0.9935,28.3417,0.0000,0.000684,-0.076143,0.000000,-0.9791,28.3120,0.0157,0.1025,0.0000,0.0000,28.4353,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003334,-0.015751,-0.015711
784,785.000,-0.9928,28.2656,0.0000,0.000716,-0.076145,0.000000,-0.9905,28.1823,0.0071,0.1045,0.0000,0.0000,28.3591,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007298,0.015792,-0.004511
785,786.000,-0.9920,28.1894,0.0000,0.000745,-0.076147,0.000000,-0.9840,28.1439,-0.0051,0.1025,0.0000,0.0000,28.2830,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012902,0.002413,-0.004524
786,787.000,-0.9914,28.1133,0.0000,0.000569,-0.076148,0.000000,-0.9521,28.0466,-0.0021,0.0000,0.0000,0.0000,28.2069,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008993,0.011947,0.009311
787,788.000,-0.9908,28.0371,0.0000,0.000601,-0.076150,0.000000,-0.9538,27.9471,0.0050,0.1045,0.0000,0.0000,28.1308,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011193,0.016447,-0.012249
788,789.000,-0.9902,27.9610,0.0000,0.000632,-0.076151,0.000000,-0.9517,27.9229,0.0161,0.1034,0.0000,0.0000,28.0546,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002833,0.000377,-0.008188
789,790.000,-0.9895,27.8848,0.0000,0.000667,-0.076153,0.000000,-0.9722,27.8257,-0.0056,0.1056,0.0000,0.0000,27.9785,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003360,-0.004256,0.000170
790,791.000,-0.9888,27.8087,0.0000,0.000706,-0.076154,0.000000,-0.9928,27.7770,-0.0011,0.1075,0.0000,0.0000,27.9024,0.000215,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000017,-0.014834,-0.006802
791,792.000,-0.9881,27.7325,0.0000,0.000738,-0.076156,0.000000,-0.9752,27.7116,-0.0059,0.1045,0.0000,0.0000,27.8263,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011524,0.002068,0.007039
792,793.000,-0.9874,27.6564,0.0000,0.000776,-0.076158,0.000000,-0.9950,27.6404,0.0104,0.1069,0.0000,0.0000,27.7501,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011476,-0.006056,0.001323
793,794.000,-0.9866,27.5802,0.0000,0.000810,-0.076159,0.000000,-0.9883,27.5807,0.0038,0.1054,0.0000,0.0000,27.6740,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002846,-0.000609,0.005597
794,795.000,-0.9857,27.5041,0.0000,0.000842,-0.076161,0.000000,-0.9812,27.4841,0.0008,0.1042,0.0000,0.0000,27.5979,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.027929,-0.021860,0.010713
795,796.000,-0.9849,27.4279,0.0000,0.000878,-0.076163,0.000000,-0.9985,27.4079,0.0143,0.1062,0.0000,0.0000,27.5217,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000948,0.004444,-0.013967
796,797.000,-0.9840,27.3517,0.0000,0.000904,-0.076165,0.000000,-0.9635,27.3444,0.0307,0.1007,0.0000,0.0000,27.4456,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005199,-0.001632,-0.012216
797,798.000,-0.9832,27.2756,0.0000,0.000727,-0.076167,0.000000,-0.9524,27.2769,0.0322,0.0000,0.0000,0.0000,27.3694,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002355,-0.000964,0.005338
798,799.000,-0.9824,27.1994,0.0000,0.000765,-0.076169,0.000000,-0.9726,27.1949,0.0251,0.1072,0.0000,0.0000,27.2933,0.000215,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012663,-0.000830,-0.007653
799,800.000,-0.9816,27.1232,0.0000,0.000810,-0.076171,0.000000,-0.9992,27.1364,0.0174,0.1107,0.0000,0.0000,27.2171,0.000222,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004354,0.010618,0.003348
800,801.000,-0.9808,27.0471,0.0000,0.000850,-0.076173,0.000000,-0.9807,27.0441,0.0209,0.1077,0.0000,0.0000,27.1410,0.000216,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007005,0.009563,0.003710
801,802.000,-0.9799,26.9709,0.0000,0.000887,-0.076175,0.000000,-0.9789,26.9589,0.0165,0.1068,0.0000,0.0000,27.0648,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001970,0.001475,0.017115
802,803.000,-0.9790,26.8947,0.0000,0.000929,-0.076177,0.000000,-0.9948,26.8604,0.0024,0.1092,0.0000,0.0000,26.9887,0.000219,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002480,0.011366,-0.000851
803,804.000,-0.9781,26.8185,0.0000,0.000968,-0.076179,0.000000,-0.9959,26.8076,0.0064,0.1077,0.0000,0.0000,26.9125,0.000216,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007060,-0.029433,-0.004139
804,805.000,-0.9771,26.7424,0.0000,0.001009,-0.076181,0.000000,-1.0039,26.7613,0.0114,0.1084,0.0000,0.0000,26.8364,0.000217,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003652,-0.015486,0.017009
805,806.000,-0.9761,26.6662,0.0000,0.001046,-0.076184,0.000000,-0.9953,26.6604,0.0023,0.1067,0.0000,0.0000,26.7602,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010462,0.000233,-0.004006
806,807.000,-0.9750,26.5900,0.0000,0.001081,-0.076186,0.000000,-0.9897,26.5783,-0.0099,0.1058,0.0000,0.0000,26.6840,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002587,0.012493,-0.008452
807,808.000,-0.9739,26.5138,0.0000,0.001116,-0.076188,0.000000,-0.9961,26.5144,0.0079,0.1055,0.0000,0.0000,26.6079,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006625,-0.003739,-0.009373
808,809.000,-0.9728,26.4376,0.0000,0.001148,-0.076191,0.000000,-0.9829,26.3932,0.0169,0.1042,0.0000,0.0000,26.5317,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007065,-0.011691,0.004492
809,810.000,-0.9716,26.3614,0.0000,0.001177,-0.076194,0.000000,-0.9749,26.3495,0.0125,0.1027,0.0000,0.0000,26.4555,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003234,0.001152,0.008969
810,811.000,-0.9705,26.2852,0.0000,0.001001,-0.076196,0.000000,-0.9497,26.2825,0.0051,0.0000,0.0000,0.0000,26.3793,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000738,0.000436,-0.013832
811,812.000,-0.9695,26.2090,0.0000,0.001035,-0.076199,0.000000,-0.9596,26.1731,0.0176,0.1054,0.0000,0.0000,26.3031,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000345,0.005259,0.008918
812,813.000,-0.9684,26.1328,0.0000,0.001072,-0.076201,0.000000,-0.9627,26.1042,0.0094,0.1066,0.0000,0.0000,26.2269,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.019718,0.016458,-0.001496
813,814.000,-0.9674,26.0566,0.0000,0.001110,-0.076203,0.000000,-0.9721,26.0050,0.0037,0.1072,0.0000,0.0000,26.1508,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002822,0.011576,-0.003358
814,815.000,-0.9662,25.9804,0.0000,0.001147,-0.076206,0.000000,-0.9659,25.8897,-0.0076,0.1064,0.0000,0.0000,26.0746,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000409,0.003659,-0.005138
815,816.000,-0.9651,25.9042,0.0000,0.001181,-0.076209,0.000000,-0.9648,25.8480,0.0003,0.1050,0.0000,0.0000,25.9984,0.000210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.019135,0.006773,-0.006923
816,817.000,-0.9639,25.8280,0.0000,0.001219,-0.076211,0.000000,-0.9812,25.7908,0.0118,0.1072,0.0000,0.0000,25.9222,0.000215,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004059,0.002160,-0.015613
817,818.000,-0.9626,25.7518,0.0000,0.001257,-0.076214,0.000000,-0.9848,25.7257,0.0012,0.1071,0.0000,0.0000,25.8460,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.017908,0.013139,-0.012250
818,819.000,-0.9615,25.6756,0.0000,0.001080,-0.076217,0.000000,-0.9381,25.6551,-0.0161,0.0000,0.0000,0.0000,25.7698,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003071,0.011475,-0.007384
819,820.000,-0.9604,25.5994,0.0000,0.001120,-0.076219,0.000000,-0.9578,25.6174,-0.0093,0.1081,0.0000,0.0000,25.6936,0.000216,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001474,-0.007724,0.017404
820,821.000,-0.9592,25.5231,0.0000,0.001163,-0.076222,0.000000,-0.9696,25.5334,-0.0030,0.1097,0.0000,0.0000,25.6174,0.000220,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000907,0.004052,0.012507
821,822.000,-0.9580,25.4469,0.0000,0.001210,-0.076225,0.000000,-0.9801,25.3959,-0.0050,0.1116,0.0000,0.0000,25.5411,0.000223,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000952,0.006380,-0.000173
822,823.000,-0.9568,25.3707,0.0000,0.001253,-0.076228,0.000000,-0.9727,25.2900,0.0168,0.1096,0.0000,0.0000,25.4649,0.000219,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007849,0.007485,-0.021786
823,824.000,-0.9555,25.2945,0.0000,0.001293,-0.076231,0.000000,-0.9679,25.2143,0.0202,0.1079,0.0000,0.0000,25.3887,0.000216,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008517,-0.002692,0.012022
824,825.000,-0.9542,25.2182,0.0000,0.001329,-0.076234,0.000000,-0.9605,25.1694,0.0110,0.1066,0.0000,0.0000,25.3125,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003453,-0.008633,-0.008127
825,826.000,-0.9529,25.1420,0.0000,0.001366,-0.076237,0.000000,-0.9607,25.0784,0.0084,0.1065,0.0000,0.0000,25.2363,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001690,0.001063,0.001976
826,827.000,-0.9515,25.0657,0.0000,0.001399,-0.076240,0.000000,-0.9534,25.0537,-0.0030,0.1048,0.0000,0.0000,25.1600,0.000210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001852,-0.005499,-0.020803
827,828.000,-0.9501,24.9895,0.0000,0.001426,-0.076243,0.000000,-0.9332,24.9655,0.0298,0.1015,0.0000,0.0000,25.0838,0.000203,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005196,0.005309,-0.014955
828,829.000,-0.9487,24.9133,0.0000,0.001250,-0.076246,0.000000,-0.9128,24.8589,0.0180,0.0000,0.0000,0.0000,25.0076,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001121,-0.004538,0.013721
829,830.000,-0.9475,24.8370,0.0000,0.001289,-0.076249,0.000000,-0.9352,24.7585,-0.0070,0.1078,0.0000,0.0000,24.9313,0.000216,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002288,-0.010443,0.010698
830,831.000,-0.9461,24.7608,0.0000,0.001336,-0.076252,0.000000,-0.9595,24.7121,-0.0187,0.1115,0.0000,0.0000,24.8551,0.000223,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009861,0.006590,-0.008271
831,832.000,-0.9448,24.6845,0.0000,0.001377,-0.076255,0.000000,-0.9491,24.6511,-0.0045,0.1092,0.0000,0.0000,24.7788,0.000218,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011035,-0.000988,0.011096
832,833.000,-0.9434,24.6083,0.0000,0.001416,-0.076258,0.000000,-0.9422,24.5698,0.0052,0.1073,0.0000,0.0000,24.7026,0.000215,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009969,0.005778,-0.010147
833,834.000,-0.9420,24.5320,0.0000,0.001450,-0.076262,0.000000,-0.9349,24.5204,-0.0154,0.1052,0.0000,0.0000,24.6263,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007398,-0.009659,-0.001370
834,835.000,-0.9405,24.4557,0.0000,0.001480,-0.076265,0.000000,-0.9176,24.4364,-0.0037,0.1031,0.0000,0.0000,24.5501,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004375,0.001188,0.008584
835,836.000,-0.9390,24.3795,0.0000,0.001516,-0.076268,0.000000,-0.9414,24.3822,0.0139,0.1062,0.0000,0.0000,24.4738,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008584,-0.009180,-0.001827
836,837.000,-0.9375,24.3032,0.0000,0.001550,-0.076272,0.000000,-0.9397,24.3053,0.0004,0.1051,0.0000,0.0000,24.3975,0.000210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.009336,-0.004851,0.005284
837,838.000,-0.9359,24.2269,0.0000,0.001592,-0.076275,0.000000,-0.9610,24.2449,-0.0115,0.1095,0.0000,0.0000,24.3213,0.000219,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010681,-0.009504,0.019231
838,839.000,-0.9343,24.1506,0.0000,0.001627,-0.076279,0.000000,-0.9476,24.1729,-0.0083,0.1057,0.0000,0.0000,24.2450,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004499,0.001152,0.008853
839,840.000,-0.9326,24.0744,0.0000,0.001663,-0.076283,0.000000,-0.9425,24.0709,0.0014,0.1059,0.0000,0.0000,24.1687,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.021509,-0.000216,0.005348
840,841.000,-0.9310,23.9981,0.0000,0.001693,-0.076287,0.000000,-0.9338,24.0114,0.0104,0.1036,0.0000,0.0000,24.0924,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012269,0.000620,0.000773
841,842.000,-0.9293,23.9218,0.0000,0.001725,-0.076290,0.000000,-0.9356,23.9427,0.0114,0.1038,0.0000,0.0000,24.0161,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012610,-0.019289,0.014654
842,843.000,-0.9275,23.8455,0.0000,0.001767,-0.076294,0.000000,-0.9680,23.8669,-0.0062,0.1093,0.0000,0.0000,23.9398,0.000219,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004074,0.011352,0.000382
843,844.000,-0.9257,23.7692,0.0000,0.001804,-0.076299,0.000000,-0.9547,23.7384,-0.0130,0.1066,0.0000,0.0000,23.8635,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008050,-0.011275,-0.016288
844,845.000,-0.9239,23.6929,0.0000,0.001834,-0.076303,0.000000,-0.9337,23.6602,0.0022,0.1032,0.0000,0.0000,23.7872,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008084,-0.006285,0.009738
845,846.000,-0.9222,23.6166,0.0000,0.001657,-0.076307,0.000000,-0.9107,23.6010,-0.0005,0.0000,0.0000,0.0000,23.7109,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006215,-0.007127,0.013427
846,847.000,-0.9205,23.5403,0.0000,0.001693,-0.076310,0.000000,-0.9181,23.5510,0.0111,0.1060,0.0000,0.0000,23.6346,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004533,-0.004111,-0.008330
847,848.000,-0.9188,23.4640,0.0000,0.001730,-0.076314,0.000000,-0.9228,23.4933,0.0138,0.1067,0.0000,0.0000,23.5583,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004126,-0.010253,0.004009
848,849.000,-0.9170,23.3877,0.0000,0.001771,-0.076318,0.000000,-0.9348,23.4166,0.0078,0.1087,0.0000,0.0000,23.4820,0.000217,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004493,-0.000424,-0.011863
849,850.000,-0.9152,23.3113,0.0000,0.001811,-0.076322,0.000000,-0.9392,23.3671,0.0164,0.1085,0.0000,0.0000,23.4056,0.000217,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006705,0.009595,0.004661
850,851.000,-0.9134,23.2350,0.0000,0.001848,-0.076327,0.000000,-0.9284,23.3024,0.0104,0.1066,0.0000,0.0000,23.3293,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.015081,0.008401,0.009521
851,852.000,-0.9115,23.1587,0.0000,0.001877,-0.076331,0.000000,-0.9027,23.1615,0.0209,0.1027,0.0000,0.0000,23.2530,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010391,0.013436,-0.001584
852,853.000,-0.9096,23.0823,0.0000,0.001908,-0.076335,0.000000,-0.9115,23.1095,0.0294,0.1038,0.0000,0.0000,23.1766,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008169,0.002162,0.006143
853,854.000,-0.9077,23.0060,0.0000,0.001935,-0.076340,0.000000,-0.8969,23.0141,-0.0040,0.1014,0.0000,0.0000,23.1003,0.000203,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002687,-0.000463,-0.003868
854,855.000,-0.9058,22.9297,0.0000,0.001964,-0.076344,0.000000,-0.9037,22.9285,-0.0022,0.1026,0.0000,0.0000,23.0239,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005031,-0.013253,0.016097
855,856.000,-0.9038,22.8533,0.0000,0.001996,-0.076348,0.000000,-0.9136,22.8866,-0.0008,0.1045,0.0000,0.0000,22.9476,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004081,-0.002205,0.003357
856,857.000,-0.9018,22.7770,0.0000,0.002031,-0.076353,0.000000,-0.9229,22.8202,-0.0006,0.1058,0.0000,0.0000,22.8712,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010440,0.019044,0.000367
857,858.000,-0.8997,22.7006,0.0000,0.002056,-0.076358,0.000000,-0.8907,22.7253,-0.0005,0.1004,0.0000,0.0000,22.7948,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009232,0.004411,0.013283
858,859.000,-0.8977,22.6243,0.0000,0.002084,-0.076362,0.000000,-0.9002,22.6489,0.0126,0.1025,0.0000,0.0000,22.7184,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008737,-0.004700,-0.027484
859,860.000,-0.8957,22.5479,0.0000,0.001908,-0.076367,0.000000,-0.8871,22.5790,0.0074,0.0000,0.0000,0.0000,22.6421,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005593,-0.013698,0.002394
860,861.000,-0.8937,22.4715,0.0000,0.001949,-0.076371,0.000000,-0.8993,22.4816,0.0101,0.1088,0.0000,0.0000,22.5657,0.000218,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000103,-0.008201,-0.004889
861,862.000,-0.8918,22.3952,0.0000,0.001990,-0.076376,0.000000,-0.9034,22.4044,0.0065,0.1089,0.0000,0.0000,22.4893,0.000218,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001006,0.007521,0.008011
862,863.000,-0.8898,22.3188,0.0000,0.002025,-0.076380,0.000000,-0.8846,22.3298,-0.0089,0.1058,0.0000,0.0000,22.4129,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007725,-0.017465,-0.003477
